4.736000000000000057e-06,1.486336623468045914e+01
1.165000202020202046e-04,1.738886416076104169e+01
2.282640404040404058e-04,2.013447429140806477e+01
3.400280606060605663e-04,2.314943225132552840e+01
4.517920808080807811e-04,2.627155010031241034e+01
5.635561010101009958e-04,2.966301577856346938e+01
6.753201212121211564e-04,3.313557542691965097e+01
7.870841414141414253e-04,3.674715330974507310e+01
8.988481616161615858e-04,4.049485321381470726e+01
1.010612181818181746e-03,4.443080697705345017e+01
1.122376202020202015e-03,4.834069482132949958e+01
1.234140222222222284e-03,5.249965700236266031e+01
1.345904242424242336e-03,5.679474120461932074e+01
1.457668262626262605e-03,6.096528823851591028e+01
1.569432282828282874e-03,6.515031633849102377e+01
1.681196303030302926e-03,6.907178903566102690e+01
1.792960323232323195e-03,7.291216776269560285e+01
1.904724343434343464e-03,7.665407524028083230e+01
2.016488363636363516e-03,8.033226602714208298e+01
2.128252383838384002e-03,8.372373170539665921e+01
2.240016404040404054e-03,8.718470650086506168e+01
2.351780424242424106e-03,9.059065324521026241e+01
2.463544444444444592e-03,9.366932789597549913e+01
2.575308464646464644e-03,9.678565331850816733e+01
2.687072484848484696e-03,9.960946120601884957e+01
2.798836505050505182e-03,1.023232129912610446e+02
2.910600525252525234e-03,1.049616632327895047e+02
3.022364545454545286e-03,1.073510391376691615e+02
3.134128565656565772e-03,1.098968105562311166e+02
3.245892585858585824e-03,1.125120910920963553e+02
3.357656606060605876e-03,1.148493351589837630e+02
3.469420626262626362e-03,1.171199663219075973e+02
3.581184646464646414e-03,1.193008148749836153e+02
3.692948666666666466e-03,1.211254292023529331e+02
3.804712686868686952e-03,1.230456185658814690e+02
3.916476707070707004e-03,1.245342721599230345e+02
4.028240727272727056e-03,1.265181782142256566e+02
4.140004747474747109e-03,1.277867196036963691e+02
4.251768767676768028e-03,1.289394124644768453e+02
4.363532787878788080e-03,1.304193774188493649e+02
4.475296808080808132e-03,1.315865513457112570e+02
4.587060828282828184e-03,1.325799524794255717e+02
4.698824848484848236e-03,1.335241179886272676e+02
4.810588868686868289e-03,1.345638585337919721e+02
4.922352888888889208e-03,1.352821194118609753e+02
5.034116909090909260e-03,1.358932204008209794e+02
5.145880929292929312e-03,1.361654644433818362e+02
5.257644949494949364e-03,1.366056888524589112e+02
5.369408969696969416e-03,1.368518669760711362e+02
5.481172989898989469e-03,1.367447070868977335e+02
5.592937010101010388e-03,1.365014251766624795e+02
5.704701030303030440e-03,1.363855766478701526e+02
5.816465050505050492e-03,1.364058501404720403e+02
5.928229070707070544e-03,1.363247561702821429e+02
6.039993090909090596e-03,1.358497772026164228e+02
6.151757111111110649e-03,1.351083466187473334e+02
6.263521131313131568e-03,1.343842933143616563e+02
6.375285151515151620e-03,1.336081081717976531e+02
6.487049171717171672e-03,1.326871123685533576e+02
6.598813191919191724e-03,1.320267757547748317e+02
6.710577212121211776e-03,1.310884026722370095e+02
6.822341232323231829e-03,1.300341810608342712e+02
6.934105252525252748e-03,1.286642722087995026e+02
7.045869272727272800e-03,1.271872034675305656e+02
7.157633292929292852e-03,1.258810113062896505e+02
7.269397313131312904e-03,1.239810954352483776e+02
7.381161333333332956e-03,1.221738583872410686e+02
7.492925353535353876e-03,1.203839986185701747e+02
7.604689373737373928e-03,1.185159410929396415e+02
7.716453393939393980e-03,1.165146577593399542e+02
7.828217414141414032e-03,1.144235918160033663e+02
7.939981434343434952e-03,1.120400083375559745e+02
8.051745454545454136e-03,1.095956043815504444e+02
8.163509474747475056e-03,1.070469367497725983e+02
8.275273494949494241e-03,1.043534584570494275e+02
8.387037515151515160e-03,1.015209619298370853e+02
8.498801535353536080e-03,9.880141771814867013e+01
8.610565555555555264e-03,9.593706284556354547e+01
8.722329575757576184e-03,9.274543587943347234e+01
8.834093595959595369e-03,8.946402630345139073e+01
8.945857616161616288e-03,8.574528853159534947e+01
9.057621636363635473e-03,8.144730811613398203e+01
9.169385656565656392e-03,7.672937678399480887e+01
9.281149676767677312e-03,7.198827574615843616e+01
9.392913696969696496e-03,6.677509195378837603e+01
9.504677717171717416e-03,6.176464308668149528e+01
9.616441737373736601e-03,5.689031624080056559e+01
9.728205757575757520e-03,5.194358406449653387e+01
9.839969777777778440e-03,4.734729368756418211e+01
9.951733797979797624e-03,4.288133290544070064e+01
1.006349781818181854e-02,3.864127675430105313e+01
1.017526183838383773e-02,3.465608736636698950e+01
1.028702585858585865e-02,3.085625562437300928e+01
1.039878987878787783e-02,2.725915880764278754e+01
1.051055389898989875e-02,2.397485301845008365e+01
1.062231791919191967e-02,2.089907458095272474e+01
1.073408193939393886e-02,1.806947426698511805e+01
1.084584595959595978e-02,1.540206189322486097e+01
1.095760997979797896e-02,1.301558220160926105e+01
1.106937399999999988e-02,1.083473364846881104e+01
