2.920000000000000207e-07,8.820788321688642952e+01
1.123206464646464716e-04,9.889661724977914048e+01
2.243492929292929263e-04,1.092767690575914656e+02
3.363779393939393811e-04,1.191038039353794886e+02
4.484065858585858629e-04,1.281676137360538235e+02
5.604352323232323447e-04,1.363046850248092881e+02
6.724638787878788266e-04,1.434052316764677641e+02
7.844925252525253084e-04,1.494149004737734572e+02
8.965211717171717902e-04,1.543314155569860588e+02
1.008549818181818164e-03,1.581971521374506437e+02
1.120578464646464645e-03,1.610890277234258576e+02
1.232607111111111127e-03,1.631072315758373179e+02
1.344635757575757609e-03,1.643641979135287272e+02
1.456664404040404091e-03,1.649749273304046255e+02
1.568693050505050573e-03,1.650493594982391983e+02
1.680721696969697055e-03,1.646870855253642105e+02
1.792750343434343537e-03,1.639743309301482839e+02
1.904778989898990018e-03,1.629828835602327786e+02
2.016807636363636067e-03,1.617704994585952534e+02
2.128836282828282765e-03,1.603822838135365600e+02
2.240864929292929030e-03,1.588525883054234953e+02
2.352893575757575729e-03,1.572070588721672095e+02
2.464922222222221994e-03,1.554645793719545566e+02
2.576950868686868693e-03,1.536389637230682865e+02
2.688979515151514958e-03,1.517403373053778353e+02
2.801008161616161656e-03,1.497762112301159618e+02
2.913036808080807921e-03,1.477522902108584617e+02
3.025065454545454620e-03,1.456730699108588851e+02
3.137094101010100885e-03,1.435422784512583689e+02
3.249122747474747584e-03,1.413632054796730699e+02
3.361151393939393849e-03,1.391389467002713900e+02
3.473180040404040547e-03,1.368725769878752487e+02
3.585208686868686812e-03,1.345672547442172231e+02
3.697237333333333077e-03,1.322262560006002445e+02
3.809265979797979776e-03,1.298529391359731164e+02
3.921294626262626475e-03,1.274506485157429410e+02
4.033323272727272306e-03,1.250225751401962526e+02
4.145351919191919005e-03,1.225716012180922263e+02
4.257380565656565703e-03,1.201001603971527061e+02
4.369409212121212402e-03,1.176101442199017981e+02
4.481437858585858233e-03,1.151028778224642082e+02
4.593466505050504932e-03,1.125791752894553781e+02
4.705495151515151631e-03,1.100394700490130049e+02
4.817523797979798329e-03,1.074840015468053025e+02
4.929552444444444161e-03,1.049130292033633083e+02
5.041581090909090859e-03,1.023270404027606730e+02
5.153609737373737558e-03,9.972692154168387901e+01
5.265638383838384257e-03,9.711406904274471685e+01
5.377667030303030088e-03,9.449042862373468665e+01
5.489695676767676787e-03,9.185846330739636301e+01
5.601724323232323485e-03,8.922106120650708760e+01
5.713752969696969317e-03,8.658140125943538123e+01
5.825781616161616015e-03,8.394279812322636758e+01
5.937810262626262714e-03,8.130854673693259826e+01
6.049838909090909413e-03,7.868178372812715793e+01
6.161867555555555244e-03,7.606537826067268782e+01
6.273896202020201943e-03,7.346186031197338195e+01
6.385924848484848641e-03,7.087339042131847577e+01
6.497953494949495340e-03,6.830177177396525678e+01
6.609982141414141171e-03,6.574850271379158073e+01
6.722010787878787870e-03,6.321486491320386847e+01
6.834039434343434569e-03,6.070203915045182441e+01
6.946068080808081267e-03,5.821123707658902902e+01
7.058096727272727099e-03,5.574383409743830953e+01
7.170125373737373797e-03,5.330148647663781247e+01
7.282154020202020496e-03,5.088621592856717513e+01
7.394182666666666327e-03,4.850044790867104894e+01
7.506211313131313026e-03,4.614699551309059444e+01
7.618239959595959725e-03,4.382898865086248463e+01
7.730268606060606423e-03,4.154975663549932108e+01
7.842297252525253989e-03,3.931267995818105021e+01
7.954325898989899821e-03,3.712103222649766110e+01
8.066354545454545652e-03,3.497783501585429633e+01
8.178383191919193218e-03,3.288574631490524780e+01
8.290411838383839049e-03,3.084699776254361581e+01
8.402440484848486615e-03,2.886338803958879851e+01
8.514469131313132447e-03,2.693633107551512396e+01
8.626497777777778278e-03,2.506694970884787210e+01
8.738526424242425844e-03,2.325619940329724500e+01
8.850555070707071675e-03,2.150500338294349234e+01
8.962583717171717507e-03,1.981438032095269364e+01
9.074612363636365073e-03,1.818554814699059463e+01
9.186641010101010904e-03,1.661999185726049078e+01
9.298669656565656735e-03,1.511948845469823333e+01
9.410698303030304301e-03,1.368608738126830993e+01
9.522726949494950133e-03,1.232204930720329550e+01
9.634755595959597699e-03,1.102974950203826054e+01
9.746784242424243530e-03,9.811554138177790207e+00
9.858812888888889361e-03,8.669678927267240098e+00
9.970841535353536927e-03,7.606039759258552913e+00
1.008287018181818276e-02,6.622104813200109241e+00
1.019489882828282859e-02,5.718757165709214441e+00
1.030692747474747616e-02,4.896176330869912441e+00
1.041895612121212199e-02,4.153746385567747446e+00
1.053098476767676955e-02,3.489997240469496997e+00
1.064301341414141538e-02,2.902584067731863726e+00
1.075504206060606122e-02,2.388307808280754951e+00
1.086707070707070878e-02,1.943177084373232777e+00
1.097909935353535461e-02,1.562508903169942176e+00
1.109112800000000044e-02,1.241062540739380049e+00
